Symbol,Sector,,,,,
ELECTCAST,Building Products - Pipes,,,,,
SHAILY,Industrial Machinery,,,,,
SFL,Home Furnishing,,,,,
KTKBANK,Private Banks,,,,,
DHANUKA,Fertilizers & Agro Chemicals,,,,,
BORORENEW,Housewares,,,,,
EQUITASBNK,Private Banks,,,,,
ETHOSLTD,"Precious Metals, Jewellery & Watches",,,,,
CSBBANK,Private Banks,,,,,
JUNIPER,"Hotels, Resorts & Cruise Lines",,,,,
WELENT,Construction & Engineering,,,,,
PGIL,Apparel & Accessories,,,,,
MHRIL,"Hotels, Resorts & Cruise Lines",,,,,
SHARDACROP,Fertilizers & Agro Chemicals,,,,,
TIIL,Industrial Machinery,,,,,
TMB,Private Banks,,,,,
HGINFRA,Construction & Engineering,,,,,
MANINFRA,Construction & Engineering,,,,,
AHLUCONT,Construction & Engineering,,,,,
IXIGO,Online Services,,,,,
IONEXCHANG,Environmental Services,,,,,
RALLIS,Fertilizers & Agro Chemicals,,,,,
SURYAROSNI,Iron & Steel,,,,,
RENUKA,Sugar,,,,,
JSLL,Pharmaceuticals,,,,,
VIPIND,Apparel & Accessories,,,,,
KOVAI,Hospitals & Diagnostic Centres,,,,,
GOKEX,Apparel & Accessories,,,,,
NHIT,Roads,,,,,
PURVA,Real Estate,,,,,
HNDFDS,FMCG - Foods,,,,,
ICRA,Stock Exchanges & Ratings,,,,,
EBBETF0430,Debt,,,,,
TI,Alcoholic Beverages,,,,,
CHEMPLASTS,Building Products - Pipes,,,,,
EMUDHRA,IT Services & Consulting,,,,,
JKPAPER,Paper Products,,,,,
V2RETAIL,Retail - Apparel,,,,,
BBETF0432,Debt,,,,,
BANSALWIRE,Iron & Steel,,,,,
SUNTECK,Real Estate,,,,,
SUPRAJIT,Auto Parts,,,,,
RESPONIND,Building Products - Granite,,,,,
PARAS,Aerospace & Defense Equipments,,,,,
TEXRAIL,Rail,,,,,
ENERGYINF,Oil & Gas - Storage & Transportation,,,,,
UNIMECH,Aerospace & Defense Equipments,,,,,
SUVEN,Pharmaceuticals,,,,,
INDIAGLYCO,Commodity Chemicals,,,,,
INTERISE,Roads,,,,,
ROUTE,IT Services & Consulting,,,,,
KNRCON,Construction & Engineering,,,,,
GREENLAM,Building Products - Laminates,,,,,
THYROCARE,Hospitals & Diagnostic Centres,,,,,
APOLLO,Electronic Equipments,,,,,
QPOWER,Power Trading & Consultancy,,,,,
IFBIND,Auto Parts,,,,,
SHILCTECH,Electronic Equipments,,,,,
VMART,Retail - Department Stores,,,,,
GULFOILLUB,Commodity Chemicals,,,,,
SHARDAMOTR,Auto Parts,,,,,
ARVINDFASN,Textiles,,,,,
GMMPFAUDLR,Industrial Machinery,,,,,
YATHARTH,Hospitals & Diagnostic Centres,,,,,
RAJESHEXPO,"Precious Metals, Jewellery & Watches",,,,,
SUBROS,Auto Parts,,,,,
THANGAMAYL,"Precious Metals, Jewellery & Watches",,,,,
TARC,Real Estate,,,,,
AXISCADES,Construction & Engineering,,,,,
GHCL,Commodity Chemicals,,,,,
PILANIINVS,Asset Management,,,,,
AVALON,Electronic Equipments,,,,,
SHOPERSTOP,Retail - Department Stores,,,,,
TVSSCS,Logistics,,,,,
CRIZAC,,,,,,
ASHOKA,Construction & Engineering,,,,,
SUPRIYA,Pharmaceuticals,,,,,
ANUP,Textiles,,,,,
KSCL,Seeds,,,,,
INDIGOPNTS,Paints,,,,,
INFIBEAM,IT Services & Consulting,,,,,
BALAMINES,Specialty Chemicals,,,,,
REFEX,Commodity Chemicals,,,,,
STYRENIX,Commodity Chemicals,,,,,
SENCO,"Precious Metals, Jewellery & Watches",,,,,
ICIL,Textiles,,,,,
MASFIN,Diversified Financials,,,,,
KITEX,Apparel & Accessories,,,,,
RATEGAIN,Software Services,,,,,
RAYMONDREL,Real Estate,,,,,
WEBELSOLAR,Renewable Energy Equipment & Services,,,,,
CAMLINFINE,Specialty Chemicals,,,,,
ZAGGLE,Software Services,,,,,
CARERATING,Stock Exchanges & Ratings,,,,,
PRICOLLTD,Auto Parts,,,,,
KRN,Electrical Components & Equipments,,,,,
PDSL,Textiles,,,,,
FISCHER,Power Trading & Consultancy,,,,,
PTC,Power Trading & Consultancy,,,,,
INOXGREEN,Heavy Electrical Equipments,,,,,
ENTERO,Pharmaceuticals,,,,,
PICCADIL,Alcoholic Beverages,,,,,
INA,Renewable Energy,,,,,
SPICEJET,Airlines,,,,,
VRLLOG,Logistics,,,,,
JKIL,Construction & Engineering,,,,,
SIS,Business Support Services,,,,,
EMIL,Home Electronics & Appliances,,,,,
PFOCUS,Animation,,,,,
SKIPPER,Power Infrastructure,,,,,
LXCHEM,Specialty Chemicals,,,,,
SUNFLAG,Iron & Steel,,,,,
SAMHI,"Hotels, Resorts & Cruise Lines",,,,,
KENNAMET,Industrial Machinery,,,,,
HCC,Construction & Engineering,,,,,
SPARC,Pharmaceuticals,,,,,
OPTIEMUS,Technology Hardware,,,,,
JSFB,Private Banks,,,,,
AGI,Packaging,,,,,
GOLDBEES,Gold,,,,,
INNOVACAP,Pharmaceuticals,,,,,
RSYSTEMS,IT Services & Consulting,,,,,
ITDC,Tour & Travel Services,,,,,
VSTIND,FMCG - Tobacco,,,,,
HAWKINCOOK,Housewares,,,,,
FIEMIND,Auto Parts,,,,,
STLTECH,Telecom Equipments,,,,,
SWARAJENG,Tractors,,,,,
GAEL,Agro Products,,,,,
NACLIND,Fertilizers & Agro Chemicals,,,,,
NATIONSTD,Real Estate,,,,,
MARATHON,Real Estate,,,,,
63MOONS,IT Services & Consulting,,,,,
CEIGALL,Construction & Engineering,,,,,
BONDADA,Construction & Engineering,,,,,
RAIN,Commodity Chemicals,,,,,
EIEL,Water Management,,,,,
ORIANA,Construction & Engineering,,,,,
HEIDELBERG,Cement,,,,,
ORIENTCEM,Cement,,,,,
E2E,Software Services,,,,,
MPSLTD,Publishing,,,,,
CIGNITITEC,Software Services,,,,,
GOCOLORS,Apparel & Accessories,,,,,
DBCORP,Publishing,,,,,
SKYGOLD,"Precious Metals, Jewellery & Watches",,,,,
BHARATRAS,Fertilizers & Agro Chemicals,,,,,
RBA,Restaurants & Cafes,,,,,
GRAUWEIL,Specialty Chemicals,,,,,
NFL,Fertilizers & Agro Chemicals,,,,,
NIRLON,Real Estate,,,,,
DYNAMATECH,Auto Parts,,,,,
ORIENTELEC,Home Electronics & Appliances,,,,,
GREAVESCOT,Industrial Machinery,,,,,
JCHAC,Home Electronics & Appliances,,,,,
BANARISUG,Sugar,,,,,
SMLISUZU,Trucks & Buses,,,,,
MTARTECH,Industrial Machinery,,,,,
NIITMTS,Education Services,,,,,
ASHAPURMIN,Metals - Diversified,,,,,
SEQUENT,Pharmaceuticals,,,,,
AVL,Retail - Speciality,,,,,
GOKULAGRO,Packaged Foods & Meats,,,,,
TANFACIND,Diversified Chemicals,,,,,
RAYMOND,Apparel & Accessories,,,,,
ROADSTAR,Roads,,,,,
QUESS,Employment Services,,,,,
INDRAMEDCO,Hospitals & Diagnostic Centres,,,,,
SANATHAN,Textiles,,,,,
MCLOUD,IT Services & Consulting,,,,,
SGMART,Building Products - Others,,,,,
TINPLATE,Iron & Steel,,,,,
DCBBANK,Private Banks,,,,,
KOTIC,Fertilizers & Agro Chemicals,,,,,
AWFIS,Business Support Services,,,,,
NIFTYBEES,Equity,,,,,
SUNCLAY,Auto Parts,,,,,
FEDFINA,Diversified Financials,,,,,
GOPAL,FMCG - Foods,,,,,
AARTIDRUGS,Pharmaceuticals,,,,,
LUXIND,Apparel & Accessories,,,,,
HERITGFOOD,FMCG - Foods,,,,,
DATAMATICS,IT Services & Consulting,,,,,
GUJALKALI,Commodity Chemicals,,,,,
AVANTEL,Communication & Networking,,,,,
RAMKY,Construction & Engineering,,,,,
UNICHEMLAB,Pharmaceuticals,,,,,
JINDWORLD,Textiles,,,,,
UFLEX,Packaging,,,,,
KIRLOSIND,Investment Banking & Brokerage,,,,,
HIKAL,Pharmaceuticals,,,,,
NEOGEN,Specialty Chemicals,,,,,
INDOSTAR,Consumer Finance,,,,,
BCG,Advertising,,,,,
JAYNECOIND,Iron & Steel,,,,,
LGBBROSLTD,Industrial Machinery,,,,,
ROLEXRINGS,Industrial Machinery,,,,,
KINGFA,Commodity Chemicals,,,,,
RPGLIFE,Pharmaceuticals,,,,,
HUBTOWN,Real Estate,,,,,
NORTHARC,Diversified Financials,,,,,
IMFA,Iron & Steel,,,,,
SHREMINVIT,Roads,,,,,
WPIL,Industrial Machinery,,,,,
BOROLTD,Housewares,,,,,
HPL,Electrical Components & Equipments,,,,,
WONDERLA,Theme Parks & Gaming,,,,,
MEDIASSIST,Insurance,,,,,
PRABHA,Mining - Diversified,,,,,
KSL,Iron & Steel,,,,,
NPST,Software Services,,,,,
PRINCEPIPE,Building Products - Pipes,,,,,
VAIBHAVGBL,Apparel & Accessories,,,,,
DCAL,Labs & Life Sciences Services,,,,,
JISLJALEQS,Agricultural & Farm Machinery,,,,,
SHANTIGEAR,Auto Parts,,,,,
VSTTILLERS,Tractors,,,,,
ROSSARI,Specialty Chemicals,,,,,
IMAGICAA,Theme Parks & Gaming,,,,,
BHAGCHEM,Fertilizers & Agro Chemicals,,,,,
SHAREINDIA,Investment Banking & Brokerage,,,,,
HEMIPROP,Real Estate,,,,,
ARKADE,Real Estate,,,,,
SSWL,Auto Parts,,,,,
DHANI,Investment Banking & Brokerage,,,,,
GANECOS,Textiles,,,,,
SJS,Auto Parts,,,,,
GREENPLY,Wood Products,,,,,
CYIENTDLM,Industrial Machinery,,,,,
HARSHA,Industrial Machinery,,,,,
JTEKTINDIA,Auto Parts,,,,,
BPAGRI,Commodities Trading,,,,,
JAMNAAUTO,Auto Parts,,,,,
IRBINVIT,Roads,,,,,
MON100,Equity,,,,,
MBAPL,Fertilizers & Agro Chemicals,,,,,
GOODLUCK,Iron & Steel,,,,,
MSTCLTD,Commodities Trading,,,,,
VADILALIND,FMCG - Foods,,,,,
TCNSBRANDS,Apparel & Accessories,,,,,
SGLTL,Specialty Chemicals,,,,,
NSIL,Asset Management,,,,,
FUSION,Consumer Finance,,,,,
BALMLAWRIE,Conglomerates,,,,,
EASEMYTRIP,Tour & Travel Services,,,,,
ZOTA,Pharmaceuticals,,,,,
BBL,Heavy Electrical Equipments,,,,,
ORCHPHARMA,Pharmaceuticals,,,,,
ADVENZYMES,Specialty Chemicals,,,,,
PITTIENG,Industrial Machinery,,,,,
JASH,Construction & Engineering,,,,,
GOLDIAM,"Precious Metals, Jewellery & Watches",,,,,
MARSONS,Heavy Electrical Equipments,,,,,
INTERARCH,Building Products - Prefab Structures,,,,,
POLYPLEX,Commodity Chemicals,,,,,
WSTCSTPAPR,Paper Products,,,,,
GUFICBIO,Pharmaceuticals,,,,,
AJMERA,Real Estate,,,,,
ASMTEC,IT Services & Consulting,,,,,
GREENPANEL,Wood Products,,,,,
PRECWIRE,Electrical Components & Equipments,,,,,
BAJAJHIND,Sugar,,,,,
KOLTEPATIL,Real Estate,,,,,
EPACK,Home Electronics & Appliances,,,,,
ARTEMISMED,Business Support Services,,,,,
SAMBHV,Building Products - Pipes,,,,,
PROTEAN,IT Services & Consulting,,,,,
DPABHUSHAN,"Precious Metals, Jewellery & Watches",,,,,
MOREPENLAB,Pharmaceuticals,,,,,
SINDHUTRAD,Conglomerates,,,,,
CENTUM,Electronic Equipments,,,,,
DIGITIDE,IT Services & Consulting,,,,,
KDDL,"Precious Metals, Jewellery & Watches",,,,,
PARKHOTELS,"Hotels, Resorts & Cruise Lines",,,,,
TCPLPACK,Packaging,,,,,
CUPID,FMCG - Personal Products,,,,,
NITCO,Building Products - Ceramics,,,,,
KKCL,Apparel & Accessories,,,,,
RRP,Electronic Equipments,,,,,
FLAIR,Stationery,,,,,
KPEL,Renewable Energy,,,,,
EMSLIMITED,Construction & Engineering,,,,,
VISHNU,Diversified Chemicals,,,,,
ASHIANA,Real Estate,,,,,
GIPCL,Power Generation,,,,,
MOSCHIP,Software Services,,,,,
MAITHANALL,Iron & Steel,,,,,
VENUSPIPES,Iron & Steel,,,,,
ALLCARGO,Logistics,,,,,
LUMAXIND,Auto Parts,,,,,
GATEWAY,Logistics,,,,,
NAVNETEDUL,Publishing,,,,,
MTNL,Telecom Services,,,,,
MANGCHEFER,Fertilizers & Agro Chemicals,,,,,
SIYSIL,Textiles,,,,,
DALMIASUG,Sugar,,,,,
SABTNL,TV Channels & Broadcasters,,,,,
TEAMLEASE,Employment Services,,,,,
BOMDYEING,Textiles,,,,,
SUNDROP,Packaged Foods & Meats,,,,,
JTLIND,Iron & Steel,,,,,
BAJAJCON,FMCG - Personal Products,,,,,
PATELENG,Construction & Engineering,,,,,
MAXVIL,Packaging,,,,,
POKARNA,Cement,,,,,
SDBL,Alcoholic Beverages,,,,,
SHK,Specialty Chemicals,,,,,
EFCIL,Real Estate,,,,,
SERVOTECH,Electrical Components & Equipments,,,,,
RPEL,Specialty Chemicals,,,,,
NOCIL,Commodity Chemicals,,,,,
FMGOETZE,Auto Parts,,,,,
SAGCEM,Cement,,,,,
UEL,Renewable Energy,,,,,
META,Technology Hardware,,,,,
BFUTILITIE,Renewable Energy,,,,,
PSPPROJECT,Construction & Engineering,,,,,
SANDHAR,Auto Parts,,,,,
PENIND,Iron & Steel,,,,,
WINDMACHIN,Industrial Machinery,,,,,
FOSECOIND,Specialty Chemicals,,,,,
DCXINDIA,Cables,,,,,
SBCL,Iron & Steel,,,,,
FCL,Specialty Chemicals,,,,,
RAMRAT,Electrical Components & Equipments,,,,,
SAKSOFT,IT Services & Consulting,,,,,
KIRIINDUS,Specialty Chemicals,,,,,
HONDAPOWER,Industrial Machinery,,,,,
NUCLEUS,Software Services,,,,,
ALEMBICLTD,Pharmaceuticals,,,,,
ARVSMART,Real Estate,,,,,
DEEPINDS,Oil & Gas - Equipment & Services,,,,,
SOLARA,Pharmaceuticals,,,,,
GLOBUSSPR,Alcoholic Beverages,,,,,
INDOCO,Pharmaceuticals,,,,,
LSIND,Textiles,,,,,
LAOPALA,Housewares,,,,,
MONARCH,Investment Banking & Brokerage,,,,,
COSMOFIRST,Packaging,,,,,
TIRUMALCHM,Commodity Chemicals,,,,,
VEEDOL,Commodity Chemicals,,,,,
RPSGVENT,Packaged Foods & Meats,,,,,
SOTL,Commodity Chemicals,,,,,
PREMEXPLN,Commodity Chemicals,,,,,
STYLAMIND,Construction & Engineering,,,,,
KRISHANA,Fertilizers & Agro Chemicals,,,,,
PRAKASH,Iron & Steel,,,,,
INSECTICID,Fertilizers & Agro Chemicals,,,,,
ADFFOODS,Packaged Foods & Meats,,,,,
BAJEL,Construction & Engineering,,,,,
TASTYBITE,Packaged Foods & Meats,,,,,
TCIEXP,Logistics,,,,,
ALPEXSOLAR,Renewable Energy Equipment & Services,,,,,
MUTHOOTMF,Specialized Finance,,,,,
SENORES,Pharmaceuticals,,,,,
BEPL,Commodity Chemicals,,,,,
POCL,Commodity Chemicals,,,,,
ORISSAMINE,Mining - Diversified,,,,,
HLEGLAS,Industrial Machinery,,,,,
NRBBEARING,Industrial Machinery,,,,,
EVEREADY,Batteries,,,,,
ELCIDIN,Investment Banking & Brokerage,,,,,
MANINDS,Building Products - Pipes,,,,,
HATHWAY,Cable & D2H,,,,,
PAISALO,Consumer Finance,,,,,
MAHLOG,Logistics,,,,,
DDEVPLSTIK,Plastic Products,,,,,
GENESYS,IT Services & Consulting,,,,,
AUTOAXLES,Auto Parts,,,,,
IOLCP,Commodity Chemicals,,,,,
REPCOHOME,Consumer Finance,,,,,
PARAGMILK,FMCG - Foods,,,,,
PFS,Specialized Finance,,,,,
CAPACITE,Construction & Engineering,,,,,
AEROFLEX,Iron & Steel,,,,,
TFCILTD,Specialized Finance,,,,,
UNIVCABLES,Cables,,,,,
KPGEL,Construction & Engineering,,,,,
SIKA,Aerospace & Defense Equipments,,,,,
GUJTHEM,Pharmaceuticals,,,,,
KRSNAA,Hospitals & Diagnostic Centres,,,,,
ORIENTHOT,"Hotels, Resorts & Cruise Lines",,,,,
XPROINDIA,Plastic Products,,,,,
MARINE,Electrical Components & Equipments,,,,,
SETFGOLD,Gold,,,,,
NOVARTIND,Pharmaceuticals,,,,,
HGS,Outsourced services,,,,,
PANACEABIO,Biotechnology,,,,,
UTKARSHBNK,Diversified Financials,,,,,
CEINSYSTECH,IT Services & Consulting,,,,,
JINDALPOLY,Packaging,,,,,
TAJGVK,"Hotels, Resorts & Cruise Lines",,,,,
NILKAMAL,Plastic Products,,,,,
LIQUIDBEES,Debt,,,,,
DIAMONDYD,Packaged Foods & Meats,,,,,
KCP,Cement,,,,,
SHANKARA,Building Products - Pipes,,,,,
TIL,Heavy Machinery,,,,,
JUBLCPL,Agro Products,,,,,
NDRAUTO,Auto Parts,,,,,
SULA,Alcoholic Beverages,,,,,
CARRARO,Agricultural & Farm Machinery,,,,,
SPECTRUM,Electrical Components & Equipments,,,,,
VSSL,Iron & Steel,,,,,
BNHOLDINGS,Agro Products,,,,,
EXICOM,Electronic Equipments,,,,,
MAYURUNIQ,Textiles,,,,,
AGIIL,Real Estate,,,,,
MOL,Commodity Chemicals,,,,,
RAJESH,Construction & Engineering,,,,,
LAXMIDENTL,Health Care Equipment & Supplies,,,,,
RAMCOIND,Cement,,,,,
TVSSRICHAK,Tires & Rubber,,,,,
RML,Auto Parts,,,,,
CARYSIL,Home Furnishing,,,,,
SCILAL,Real Estate,,,,,
IDEAFORGE,Aerospace & Defense Equipments,,,,,
FINOPB,Private Banks,,,,,
KLBRENG-B,Industrial Machinery,,,,,
GOODYEAR,Tires & Rubber,,,,,
THEJO,Construction & Engineering,,,,,
DELTACORP,Theme Parks & Gaming,,,,,
COCKERILL,Industrial Machinery,,,,,
NIBE,Aerospace & Defense Equipments,,,,,
JYOTISTRUC,Power Transmission & Distribution,,,,,
STEELCAS,Iron & Steel,,,,,
IPL,Fertilizers & Agro Chemicals,,,,,
YASHO,Specialty Chemicals,,,,,
SAGL,Investment Banking & Brokerage,,,,,
SANGHVIMOV,Business Support Services,,,,,
EIHAHOTELS,"Hotels, Resorts & Cruise Lines",,,,,
MOLDTKPAC,Plastic Products,,,,,
DYCL,Cables,,,,,
CPML,Movies & TV Serials,,,,,
INDIANHUME,Water Management,,,,,
SOMANYCERA,Building Products - Ceramics,,,,,
RELTD,Electrical Components & Equipments,,,,,
GEOJITFSL,Investment Banking & Brokerage,,,,,
SIRCA,Paints,,,,,
CANTABIL,Apparel & Accessories,,,,,
HINDWAREAP,Home Furnishing,,,,,
INDOTHAI,Investment Banking & Brokerage,,,,,
DOLLAR,Apparel & Accessories,,,,,
WENDT,Industrial Machinery,,,,,
DECNGOLD,Mining - Diversified,,,,,
SUMMITSEC,Asset Management,,,,,
TECHNVISN,Software Services,,,,,
LANDMARK,Retail - Speciality,,,,,
KALAMANDIR,Textiles,,,,,
SGFIN,Specialized Finance,,,,,
TIMEX,"Precious Metals, Jewellery & Watches",,,,,
VENKEYS,Packaged Foods & Meats,,,,,
WELSPLSOL,Iron & Steel,,,,,
HIRECT,Electrical Components & Equipments,,,,,
DCW,Commodity Chemicals,,,,,
ADVAIT,Electronic Equipments,,,,,
KICL,Asset Management,,,,,
HINDOILEXP,Oil & Gas - Exploration & Production,,,,,
GRMOVER,Agro Products,,,,,
GTLINFRA,Telecom Infrastructure,,,,,
RANEHOLDIN,Auto Parts,,,,,
SANGAMIND,Textiles,,,,,
SEPC,Construction & Engineering,,,,,
NIFTYIETF,Equity,,,,,
TATVA,Specialty Chemicals,,,,,
RIR,Electronic Equipments,,,,,
RAJOOENG,Industrial Machinery,,,,,
SASKEN,Software Services,,,,,
NITINSPIN,Textiles,,,,,
STYLEBAAZA,Retail - Speciality,,,,,
MOTISONS,"Precious Metals, Jewellery & Watches",,,,,
SEAMECLTD,Oil & Gas - Equipment & Services,,,,,
PANAMAPET,Specialty Chemicals,,,,,
PIXTRANS,Industrial Machinery,,,,,
ASALCBR,Alcoholic Beverages,,,,,
SMSPHARMA,Pharmaceuticals,,,,,
SPANDANA,Consumer Finance,,,,,
APCOTEXIND,Specialty Chemicals,,,,,
JISLDVREQS,Agricultural & Farm Machinery,,,,,
VPRPL,Construction & Engineering,,,,,
DRAGARWQ,Hospitals & Diagnostic Centres,,,,,
ASTEC,Fertilizers & Agro Chemicals,,,,,
UNITECH,Real Estate,,,,,
AMRUTANJAN,Pharmaceuticals,,,,,
RAJRATAN,Iron & Steel,,,,,
DISAQ,Industrial Machinery,,,,,
ACCELYA,Software Services,,,,,
MANGLMCEM,Cement,,,,,
NELCO,Communication & Networking,,,,,
WEL,Home Electronics & Appliances,,,,,
GEPIL,Construction & Engineering,,,,,
QUICKHEAL,IT Services & Consulting,,,,,
UGROCAP,Investment Banking & Brokerage,,,,,
TARSONS,Health Care Equipment & Supplies,,,,,
AFCOM,Airlines,,,,,
DEEDEV,Iron & Steel,,,,,
IFGLEXPOR,Industrial Machinery,,,,,
PQIF,FMCG - Household Products,,,,,
VIDHIING,Commodity Chemicals,,,,,
MOBIKWIK,Payment Infrastructure,,,,,
SIMPLEXINF,Construction & Engineering,,,,,
MUKANDLTD,Iron & Steel,,,,,
DANISH,Heavy Electrical Equipments,,,,,
VINDHYATEL,Telecom Equipments,,,,,
VIMTALABS,Labs & Life Sciences Services,,,,,
SPAL,Apparel & Accessories,,,,,
VERANDA,Education Services,,,,,
FRONTSP,Industrial Machinery,,,,,
GOLD1,Gold,,,,,
INDOTECH,Heavy Electrical Equipments,,,,,
PRECAM,Auto Parts,,,,,
RPTECH,Technology Hardware,,,,,
SHALBY,Hospitals & Diagnostic Centres,,,,,
STOVEKRAFT,Home Electronics & Appliances,,,,,
GOCLCORP,Commodity Chemicals,,,,,
UDAICEMENT,Cement,,,,,
HITECH,Building Products - Pipes,,,,,
JAICORPLTD,Textiles,,,,,
EXPLEOSOL,Software Services,,,,,
AURUM,IT Services & Consulting,,,,,
DIVGIITTS,Industrial Machinery,,,,,
TTKHLTCARE,Pharmaceuticals,,,,,
DREDGECORP,Dredging,,,,,
AQFINTECH,Investment Banking & Brokerage,,,,,
JGCHEM,Commodity Chemicals,,,,,
STANLEY,Retail - Department Stores,,,,,
WHEELS,Auto Parts,,,,,
KERNEX,Software Services,,,,,
WINDLAS,Pharmaceuticals,,,,,
HDFCGOLD,Gold,,,,,
GOLDIETF,Gold,,,,,
ROTO,Industrial Machinery,,,,,
JUNIORBEES,Equity,,,,,
UDS,Business Support Services,,,,,
DLINKINDIA,Technology Hardware,,,,,
ADOR,Industrial Machinery,,,,,
QUADFUTURE,Communication & Networking,,,,,
OMAXE,Real Estate,,,,,
TCC,Real Estate,,,,,
SESHAPAPER,Paper Products,,,,,
SPMLINFRA,Construction & Engineering,,,,,
HIMATSEIDE,Textiles,,,,,
BFINVEST,Asset Management,,,,,
DEN,Cable & D2H,,,,,
RAMASTEEL,Building Products - Pipes,,,,,
MSPL,Iron & Steel,,,,,
MMWL,Advertising,,,,,
APOLLOPIPE,Building Products - Pipes,,,,,
AWHCL,Environmental Services,,,,,
PARACABLES,Cables,,,,,
ROSSTECH,Aerospace & Defense Equipments,,,,,
CONFIPET,Oil & Gas - Storage & Transportation,,,,,
BLIL,Conglomerates,,,,,
DOLPHIN,Oil & Gas - Equipment & Services,,,,,
ECOSMOBLTY,Tour & Travel Services,,,,,
GREENPOWER,Renewable Energy,,,,,
ARIHANTSUP,Real Estate,,,,,
BIRLANU,Building Products - Others,,,,,
SYNCOMF,Pharmaceuticals,,,,,
INDNIPPON,Auto Parts,,,,,
TALBROAUTO,Auto Parts,,,,,
JAYKAY,Investment Banking & Brokerage,,,,,
LOTUSCHO,FMCG - Foods,,,,,
KMEW,Dredging,,,,,
UNIPARTS,Industrial Machinery,,,,,
IGARASHI,Auto Parts,,,,,
DAMCAPITAL,Investment Banking & Brokerage,,,,,
VINCOFE,Tea & Coffee,,,,,
SATIN,Consumer Finance,,,,,
BETA,Pharmaceuticals,,,,,
JINDRILL,Oil & Gas - Equipment & Services,,,,,
ARMANFIN,Consumer Finance,,,,,
MMFL,Iron & Steel,,,,,
PNBGILTS,Investment Banking & Brokerage,,,,,
ESAFSFB,Private Banks,,,,,
PAUSHAKLTD,Specialty Chemicals,,,,,
ELPROINTL,Real Estate,,,,,
GMBREW,Alcoholic Beverages,,,,,
JNKINDIA,Construction & Engineering,,,,,
LGHL,"Precious Metals, Jewellery & Watches",,,,,
DOLATALGO,Investment Banking & Brokerage,,,,,
HUHTAMAKI,Packaging,,,,,
AMIC,Industrial Machinery,,,,,
NIITLTD,Education Services,,,,,
SPIC,Fertilizers & Agro Chemicals,,,,,
SANSTAR,Agro Products,,,,,
NAVKARCORP,Logistics,,,,,
BLSE,IT Services & Consulting,,,,,
RUPA,Apparel & Accessories,,,,,
SANGHIIND,Cement,,,,,
LUCENT,Consumer Finance,,,,,
GHVINFRA,Construction & Engineering,,,,,
EXCELINDUS,Fertilizers & Agro Chemicals,,,,,
FILATEX,Textiles,,,,,
JAGSNPHARM,Pharmaceuticals,,,,,
TINNARUBR,Commodity Chemicals,,,,,
CLSEL,Packaged Foods & Meats,,,,,
YASHHV,Electrical Components & Equipments,,,,,
GANDHAR,Oil & Gas - Refining & Marketing,,,,,
AIMTRON,Electronic Equipments,,,,,
SHRIRAMPPS,Real Estate,,,,,
ANDHRAPAP,Paper Products,,,,,
JYOTIRES,Commodity Chemicals,,,,,
SURAKSHA,Hospitals & Diagnostic Centres,,,,,
BAJAJHCARE,Pharmaceuticals,,,,,
BLISSGVS,Pharmaceuticals,,,,,
IKIO,Electrical Components & Equipments,,,,,
MUFIN,Specialized Finance,,,,,
SIGACHI,Commodity Chemicals,,,,,
KESAR,Real Estate Development,,,,,
VINYAS,Electronic Equipments,,,,,
HESTERBIO,Biotechnology,,,,,
SMCGLOBAL,Investment Banking & Brokerage,,,,,
ALICON,Auto Parts,,,,,
GPTINFRA,Construction & Engineering,,,,,
FINKURVE,Diversified Financials,,,,,
JAGRAN,Publishing,,,,,
PUNJABCHEM,Diversified Chemicals,,,,,
CENTRUM,Diversified Financials,,,,,
BLKASHYAP,Construction & Engineering,,,,,
SWANDEF,Shipbuilding,,,,,
SYSTMTXC,Diversified Financials,,,,,
EKC,Gas Distribution,,,,,
SALZERELEC,Electrical Components & Equipments,,,,,
CROPSTER,Agro Products,,,,,
HMAAGRO,Packaged Foods & Meats,,,,,
ULTRAMAR,Commodity Chemicals,,,,,
RAJRILTD,Textiles,,,,,
ZSARACOM,Specialized Finance,,,,,
MASTERTR,Diversified Financials,,,,,
HERANBA,Fertilizers & Agro Chemicals,,,,,
NIFTY1,Equity,,,,,
VILAS,Heavy Electrical Equipments,,,,,
SOLEX,Industrial Machinery,,,,,
ANDREWYU,Tea & Coffee,,,,,
COSMICCRF,"Precious Metals, Jewellery & Watches",,,,,
GODAVARIB,Diversified Chemicals,,,,,
BHARATWIRE,Iron & Steel,,,,,
ASIANTILES,Building Products - Granite,,,,,
ASHIKA,IT Services & Consulting,,,,,
DCMSRIND,Packaged Foods & Meats,,,,,
CIFL,Consumer Finance,,,,,
PLATIND,Commodity Chemicals,,,,,
IGPL,Specialty Chemicals,,,,,
BLUECLOUDS,Software Services,,,,,
SURAJEST,Real Estate,,,,,
EIMCOELECO,Industrial Machinery,,,,,
YUKEN,Industrial Machinery,,,,,
KHAZANCHI,"Precious Metals, Jewellery & Watches",,,,,
ALLDIGI,IT Services & Consulting,,,,,
BSHSL,Seeds,,,,,
RAMCOSYS,IT Services & Consulting,,,,,
CONTROLPR,Electronic Equipments,,,,,
SURYODAY,Private Banks,,,,,
MADRASFERT,Fertilizers & Agro Chemicals,,,,,
FAZE3Q,Textiles,,,,,
IMPAL,Auto Parts,,,,,
SPORTKING,Textiles,,,,,
