Symbol,Sector,,,,,
AJWAFUN,Theme Parks & Gaming,,,,,
RESPONSINF,Software Services,,,,,
PVVINFRA,Construction & Engineering,,,,,
MUNOTHFI,Investment Banking & Brokerage,,,,,
NATGENI,Iron & Steel,,,,,
ARYAVAN,Pharmaceuticals,,,,,
MANRAJH,Real Estate,,,,,
POPULARES,Real Estate,,,,,
MFML,Textiles,,,,,
SETF10GILT,Debt,,,,,
PAOS,FMCG - Household Products,,,,,
BENARA,Auto Parts,,,,,
NIDAN,Hospitals & Diagnostic Centres,,,,,
WINNY,Academic & Educational Services,,,,,
SINNAR,FMCG - Tobacco,,,,,
ESARIND,Diversified Financials,,,,,
COLORCHIPS,Movies & TV Serials,,,,,
CONTAINE,Auto Parts,,,,,
SAWACA,Commodities Trading,,,,,
HINFLUR,Commodity Chemicals,,,,,
RISHYRN,Textiles,,,,,
KJMCCORP,Investment Banking & Brokerage,,,,,
NARPROP,Real Estate,,,,,
PULSRIN,Asset Management,,,,,
MANDEEP,Auto Parts,,,,,
IT,Equity,,,,,
BLUECHIP,Asset Management,,,,,
JONJUA,Conglomerates,,,,,
SUNILAGR,FMCG - Foods,,,,,
INDAGIV,Technology Hardware,,,,,
DRA,Business Support Services,,,,,
ANKITMETAL,Iron & Steel,,,,,
PNTKYOR,Commodities Trading,,,,,
COMCL,Commodities Trading,,,,,
STARCOM,Software Services,,,,,
SAHARAHOUS,Home Financing,,,,,
SCARNOSE,Textiles,,,,,
IECEDU,Education Services,,,,,
VJLAXMIE,Textiles,,,,,
SAMSRITA,Biotechnology,,,,,
ALFAVIO,Agro Products,,,,,
ADARSHPL,Agricultural & Farm Machinery,,,,,
SSPDL,Real Estate,,,,,
ACFL,Consumer Finance,,,,,
AXISHCETF,Equity,,,,,
HDFCNIFIT,Equity,,,,,
QUADRANT,Telecom Services,,,,,
SANGINITA,Commodity Chemicals,,,,,
VENLONENT,Commodity Chemicals,,,,,
RETAIL,Retail - Department Stores,,,,,
SPPPOLY,Packaging,,,,,
BGJL,"Precious Metals, Jewellery & Watches",,,,,
GLOBALCA,Diversified Financials,,,,,
RAPID,Logistics,,,,,
VPL,Environmental Services,,,,,
MHEL,Industrial Machinery,,,,,
VEERENRGY,Renewable Energy,,,,,
ACEINTEG,Education Services,,,,,
KACHCHH,Mining - Diversified,,,,,
SANWARIA,FMCG - Foods,,,,,
SHANGAR,Home Furnishing,,,,,
SPRL,Cement,,,,,
PIOTEX,Textiles,,,,,
PECOS,Restaurants & Cafes,,,,,
MDRNSTL,Iron & Steel,,,,,
CMRSL,IT Services & Consulting,,,,,
SHVFL,Diversified Financials,,,,,
PALMJEWELS,"Precious Metals, Jewellery & Watches",,,,,
INFRONICS,IT Services & Consulting,,,,,
KMGMILK,FMCG - Foods,,,,,
ADESHWAR,Health Care Equipment & Supplies,,,,,
OMKARPH,Commodity Chemicals,,,,,
CINDHO,"Hotels, Resorts & Cruise Lines",,,,,
MANSIFIN,Specialized Finance,,,,,
YASHINNO,Construction & Engineering,,,,,
UTIQUE,Commodities Trading,,,,,
RAJKSYN,Textiles,,,,,
CRYSTAL,Telecom Services,,,,,
EPUJA,Online Services,,,,,
BIKEWO,Four Wheelers,,,,,
TECHNOPACK,Packaging,,,,,
KISAAN,Agro Products,,,,,
INSPIRE,Movies & TV Serials,,,,,
GLITTEKG,Building Products - Granite,,,,,
SHARMEH,Hospitals & Diagnostic Centres,,,,,
UMIYA,Iron & Steel,,,,,
ADINATH,Textiles,,,,,
MPTODAY,Publishing,,,,,
PARAGONF,Consumer Finance,,,,,
CYBERMEDIA,Publishing,,,,,
SHAHISHIP,Logistics,,,,,
PSPL,Logistics,,,,,
KARTKIN,Diversified Financials,,,,,
SRPL,Agro Products,,,,,
KALLAM,Textiles,,,,,
GREENCREST,Diversified Financials,,,,,
CMMHOSP,Hospitals & Diagnostic Centres,,,,,
POPEES,Apparel & Accessories,,,,,
GEMSPIN,Textiles,,,,,
HIPOLIN,FMCG - Household Products,,,,,
TTIENT,Diversified Financials,,,,,
DAL,Diversified Financials,,,,,
SANPA,Paper Products,,,,,
GLHRL,Hospitals & Diagnostic Centres,,,,,
KEL,Industrial Machinery,,,,,
TGIF,Agro Products,,,,,
SETFNN50,Equity,,,,,
MACIND,Commodity Chemicals,,,,,
GTECJAINX,Education Services,,,,,
IBINFO,IT Services & Consulting,,,,,
RFSL,Investment Banking & Brokerage,,,,,
IMEC,Business Support Services,,,,,
MORARJEE,Textiles,,,,,
BESTEAST,"Hotels, Resorts & Cruise Lines",,,,,
RAUNAQ,Construction & Engineering,,,,,
LAFFANSQ,Commodity Chemicals,,,,,
HEALTHY,Equity,,,,,
CMBL,Investment Banking & Brokerage,,,,,
TTIL,Tires & Rubber,,,,,
MUDUNURU,IT Services & Consulting,,,,,
GAJANAND,Textiles,,,,,
RAGHUTOB,Real Estate,,,,,
SCTL,Commodities Trading,,,,,
PRIMAIN,FMCG - Foods,,,,,
PHRMASI,Pharmaceuticals,,,,,
SANGHVIFOR,Iron & Steel,,,,,
RSCINT,Textiles,,,,,
VIVIDHA,Textiles,,,,,
QUASAR,Commodities Trading,,,,,
SML,Hospitals & Diagnostic Centres,,,,,
EASYFIN,Consumer Finance,,,,,
AMALGAM,Electrical Components & Equipments,,,,,
SUBSM,Textiles,,,,,
GOBLIN,Retail - Speciality,,,,,
ABHIFIN,Consumer Finance,,,,,
OLYMPTX,Business Support Services,,,,,
YCCL,Specialty Chemicals,,,,,
SHIVAEXPO,Building Products - Granite,,,,,
RGRL,Agricultural & Farm Machinery,,,,,
PARSHWANA,Real Estate,,,,,
JAYCH,Commodity Chemicals,,,,,
SHREESEC,Diversified Financials,,,,,
RFLL,Specialized Finance,,,,,
YAANENT,Tour & Travel Services,,,,,
ICL,Textiles,,,,,
ABIRAFN,Diversified Financials,,,,,
STELLANT,Investment Banking & Brokerage,,,,,
MNIL,Cement,,,,,
SRDAPRT,Packaged Foods & Meats,,,,,
SBFL,Textiles,,,,,
FAMILYCARE,Hospitals & Diagnostic Centres,,,,,
HOWARHO,"Hotels, Resorts & Cruise Lines",,,,,
TIJARIA,Building Products - Pipes,,,,,
CYBELEIND,Building Products - Others,,,,,
MSRINDIA,FMCG - Foods,,,,,
INTSTOIL,Logistics,,,,,
RAWEDGE,Mining - Diversified,,,,,
JETINFRA,Real Estate,,,,,
HDFCSILVER,Equity,,,,,
BLOIN,Iron & Steel,,,,,
AMINTAN,Conglomerates,,,,,
ZENLABS,Pharmaceuticals,,,,,
DHYAANITR,Diversified Financials,,,,,
WINPRO,Advertising,,,,,
EASUN,Specialized Finance,,,,,
HOTLSILV,"Hotels, Resorts & Cruise Lines",,,,,
QFIL,Metals - Diversified,,,,,
GSTL,IT Services & Consulting,,,,,
SOUTLAT,Wood Products,,,,,
ISHITADR,Pharmaceuticals,,,,,
NDMETAL,Metals - Aluminium,,,,,
ZENITHHE,Pharmaceuticals,,,,,
EDUCOMP,Education Services,,,,,
RLFL,Diversified Financials,,,,,
DECANBRG,Industrial Machinery,,,,,
ISTRNETWK,Retail - Online,,,,,
MANAV,Construction & Engineering,,,,,
NPFL,Restaurants & Cafes,,,,,
RADAAN,Movies & TV Serials,,,,,
STLSTRINF,Real Estate,,,,,
AXISCETF,Equity,,,,,
JAIPAN,Home Electronics & Appliances,,,,,
DRL,Real Estate,,,,,
ASINPET,Paper Products,,,,,
CILSEC,Investment Banking & Brokerage,,,,,
MARSHALL,Industrial Machinery,,,,,
TRANSFRE,Industrial Machinery,,,,,
NIKSTECH,IT Services & Consulting,,,,,
LYPSAGEMS,"Precious Metals, Jewellery & Watches",,,,,
BOSS,Industrial Machinery,,,,,
GUJRAFFIA,Packaging,,,,,
MAKS,Electrical Components & Equipments,,,,,
GAJANANSEC,Investment Banking & Brokerage,,,,,
VARYAA,"Precious Metals, Jewellery & Watches",,,,,
GSEC5IETF,Debt,,,,,
DDIL,"Precious Metals, Jewellery & Watches",,,,,
VALSONQ,Textiles,,,,,
POLOHOT,"Hotels, Resorts & Cruise Lines",,,,,
BMAL,Metals - Aluminium,,,,,
SMGOLD,"Precious Metals, Jewellery & Watches",,,,,
SVS,Real Estate,,,,,
EXCELLENT,Electrical Components & Equipments,,,,,
RISHDIGA,Iron & Steel,,,,,
YORKEXP,Textiles,,,,,
GGL,"Precious Metals, Jewellery & Watches",,,,,
SANCODE,Software Services,,,,,
VISVEN,Investment Banking & Brokerage,,,,,
MADHUDIN,Real Estate,,,,,
PARMCOS-B,FMCG - Personal Products,,,,,
HEADSUP,Textiles,,,,,
ADHBHUTIN,Real Estate,,,,,
ISHAN,Industrial Machinery,,,,,
VIRTUALG,Education Services,,,,,
MARINETRAN,Logistics,,,,,
SUNREST,Pharmaceuticals,,,,,
SCANPRO,Industrial Machinery,,,,,
ADCON,Investment Banking & Brokerage,,,,,
VAMSHIRU,Building Products - Ceramics,,,,,
BHARAT,Specialized Finance,,,,,
FRONTCORP,Logistics,,,,,
ITBEES,Equity,,,,,
TRANSVOY,Logistics,,,,,
DIDL,Apparel & Accessories,,,,,
KRISHNA,Real Estate,,,,,
TAIIND,Consumer Finance,,,,,
SHREMETAL,Metals - Copper,,,,,
OPCHAINS,Trading Companies & Distributors,,,,,
GKCONS,Diversified Financials,,,,,
DESHRAK,Pharmaceuticals,,,,,
UNIINFO,Telecom Services,,,,,
HARISH,Industrial Machinery,,,,,
BACPHAR,Pharmaceuticals,,,,,
VENTURA,Textiles,,,,,
CONSUMBEES,Equity,,,,,
FRANKLIN,Diversified Financials,,,,,
CITL,Investment Banking & Brokerage,,,,,
KARNAVATI,Consumer Finance,,,,,
MFLINDIA,Logistics,,,,,
YURANUS,Diversified Financials,,,,,
ASIAPAK,Real Estate,,,,,
MAXHEIGHTS,Real Estate,,,,,
NEERAJ,Paper Products,,,,,
SILVERADD,Equity,,,,,
HELPAGE,Diversified Financials,,,,,
JIWANRAM,Business Support Services,,,,,
HISARSP,Textiles,,,,,
MVCOTSP,Building Products - Others,,,,,
GATECHDVR,Investment Banking & Brokerage,,,,,
NEELKANTH,Agro Products,,,,,
YOGISUNG,Construction & Engineering,,,,,
CLOUD,IT Services & Consulting,,,,,
SHARPLINE,Advertising,,,,,
SOVERDIA,"Precious Metals, Jewellery & Watches",,,,,
TARINI,Renewable Energy,,,,,
GLCL,Commodities Trading,,,,,
CAPRO,Specialty Chemicals,,,,,
SPICEISLIN,"Hotels, Resorts & Cruise Lines",,,,,
TDSL,Agro Products,,,,,
ACIIN,IT Services & Consulting,,,,,
IBMFNIFTY,Equity,,,,,
COMPINFO,Technology Hardware,,,,,
NAVIGANT,Investment Banking & Brokerage,,,,,
VIJAYTX,Textiles,,,,,
VIKASPROP,Agro Products,,,,,
VOLKAI,Specialized Finance,,,,,
TECHIN,Real Estate,,,,,
SNXT50BEES,Equity,,,,,
SAMYAKINT,Commodities Trading,,,,,
MIHIKA,Commodities Trading,,,,,
MIVENMACH,Industrial Machinery,,,,,
KLIFESTYL,Textiles,,,,,
ANUROOP,Packaging,,,,,
COSYN,IT Services & Consulting,,,,,
NMSRESRC,Oil & Gas - Equipment & Services,,,,,
BRISK,IT Services & Consulting,,,,,
PROCLB,Consumer Finance,,,,,
FMCGIETF,Equity,,,,,
CITICHEM,Specialty Chemicals,,,,,
STERPOW,Textiles,,,,,
ACFSL,Investment Banking & Brokerage,,,,,
JMDVL,Rail,,,,,
LABELKRAFT,Electronic Equipments,,,,,
TCIFINANCE,Diversified Financials,,,,,
QUADPRO,Business Support Services,,,,,
MARUTISE,Investment Banking & Brokerage,,,,,
MULLER,FMCG - Personal Products,,,,,
HUSYSLTD,Employment Services,,,,,
BNRUDY,IT Services & Consulting,,,,,
SWITCHTE,Electrical Components & Equipments,,,,,
SAMTEX,Apparel & Accessories,,,,,
CITYMAN,Textiles,,,,,
DAULAT,Investment Banking & Brokerage,,,,,
ACEENGITEC,Business Support Services,,,,,
BKV,Packaged Foods & Meats,,,,,
GSBFIN,Investment Banking & Brokerage,,,,,
KONARKSY,Textiles,,,,,
NIF100IETF,Equity,,,,,
POBS,Data Processing & Outsourced Services,,,,,
VASUDHAGAM,Online Services,,,,,
LKMEHTA,Plastic Products,,,,,
TOKYOFIN,Consumer Finance,,,,,
VIVAA,Retail - Apparel,,,,,
NHL,"Hotels, Resorts & Cruise Lines",,,,,
SILLYMONKS,Advertising,,,,,
PRISMFN,Diversified Financials,,,,,
REGENTRP,Agro Products,,,,,
SICAPIT,Tour & Travel Services,,,,,
SENINFO,IT Services & Consulting,,,,,
JEL,Commodities Trading,,,,,
HBLEAS,Diversified Financials,,,,,
GARWAMAR,Shipbuilding,,,,,
BENCHMARK,Software Services,,,,,
MUKATPIP,Building Products - Pipes,,,,,
STCORP,Packaged Foods & Meats,,,,,
BFFL,Agro Products,,,,,
SFPIL,Real Estate,,,,,
CARGOSOL,Logistics,,,,,
HYPERSOFT,IT Services & Consulting,,,,,
SOLIDSTON,Building Products - Others,,,,,
ANTGRAPHIC,Packaging,,,,,
SWASTH,FMCG - Foods,,,,,
ORGCOAT,Specialty Chemicals,,,,,
ASHIS,Iron & Steel,,,,,
ACEMEN,Diversified Financials,,,,,
DFL,Specialized Finance,,,,,
TUNITEX,Textiles,,,,,
VELHO,"Hotels, Resorts & Cruise Lines",,,,,
CHEMOPH,Pharmaceuticals,,,,,
DRSCARGO,Logistics,,,,,
UHZAVERI,"Precious Metals, Jewellery & Watches",,,,,
SARVOTTAM,Investment Banking & Brokerage,,,,,
PANABYTE,Commodities Trading,,,,,
VERITAAS,Advertising,,,,,
SWRNASE,Investment Banking & Brokerage,,,,,
MAL,Apparel & Accessories,,,,,
EUPHORIAIT,IT Services & Consulting,,,,,
SHRICON,Real Estate,,,,,
WHITEORG,FMCG - Foods,,,,,
KENRIK,"Precious Metals, Jewellery & Watches",,,,,
OROSMITHS,"Precious Metals, Jewellery & Watches",,,,,
UNITEDINT,IT Services & Consulting,,,,,
MSCTC,Metals - Diversified,,,,,
INFRABEES,Equity,,,,,
NBFOOT,Apparel & Accessories,,,,,
ONELIFECAP,Investment Banking & Brokerage,,,,,
MONGIPA,Consumer Finance,,,,,
SHUBHLAXMI,"Precious Metals, Jewellery & Watches",,,,,
INNOKAIZ,Advertising,,,,,
JAIMATAG,Housewares,,,,,
PBAINFRA,Construction & Engineering,,,,,
EASTRED,Tires & Rubber,,,,,
NAPSGLOBAL,Textiles,,,,,
LYNMC,Business Support Services,,,,,
CHECKPOINT,Commodities Trading,,,,,
SICL,Construction & Engineering,,,,,
YASHMGM,Specialized Finance,,,,,
INDRENEW,Renewable Energy Equipment & Services,,,,,
UNIROYAL,Textiles,,,,,
RAPIDIN,Diversified Financials,,,,,
COMPUPN,IT Services & Consulting,,,,,
CROISSANCE,Restaurants & Cafes,,,,,
SHKARTP,Paper Products,,,,,
TRIVENIGQ,Building Products - Glass,,,,,
MERCTRD,Investment Banking & Brokerage,,,,,
NORRIS,Pharmaceuticals,,,,,
UNIVAFOODS,"Hotels, Resorts & Cruise Lines",,,,,
IMPEXFERRO,Iron & Steel,,,,,
MISHDESIGN,Apparel & Accessories,,,,,
SHRYDUS,Commodity,,,,,
ECS,"Precious Metals, Jewellery & Watches",,,,,
KIRANPR,Stationery,,,,,
FONE4,Retail - Online,,,,,
PLADAINFO,Software Services,,,,,
DJSSS,Investment Banking & Brokerage,,,,,
STEP2COR,Investment Banking & Brokerage,,,,,
SHYMINV,Specialized Finance,,,,,
VANTABIO,Labs & Life Sciences Services,,,,,
AMITSEC,Commodities Trading,,,,,
AAPLUSTRAD,Commodities Trading,,,,,
EPBIO,Building Products - Others,,,,,
SILVER,Equity,,,,,
HEALTHIETF,Equity,,,,,
SIBARAUT,Auto Parts,,,,,
ETIL,Diversified Financials,,,,,
AMRAFIN,Diversified Financials,,,,,
AUTOIETF,Equity,,,,,
SHANTHALA,FMCG - Personal Products,,,,,
RASRESOR,"Hotels, Resorts & Cruise Lines",,,,,
SHYAMTEL,Telecom Equipments,,,,,
PRAGBOS,Textiles,,,,,
GLFL,Consumer Finance,,,,,
ADISHAKTI,Commodities Trading,,,,,
GCMSECU,Investment Banking & Brokerage,,,,,
TRUSTWAVE,Specialized Finance,,,,,
CREATIVEYE,Movies & TV Serials,,,,,
DUKEOFS,Oil & Gas - Equipment & Services,,,,,
ADVPETR-B,Oil & Gas - Refining & Marketing,,,,,
ADVLIFE,Textiles,,,,,
SUULD,Apparel & Accessories,,,,,
NCCBLUE,Packaged Foods & Meats,,,,,
PHOTON,Investment Banking & Brokerage,,,,,
OCTAVIUSPL,Agro Products,,,,,
SKIEL,Apparel & Accessories,,,,,
HRMNYCP,Investment Banking & Brokerage,,,,,
JAGJANANI,Textiles,,,,,
GILADAFINS,Investment Banking & Brokerage,,,,,
GGPL,Business Support Services,,,,,
MEGFI,Diversified Financials,,,,,
KAHAN,Packaging,,,,,
DML,Real Estate,,,,,
AVASARA,Diversified Financials,,,,,
VKGLOBAL,Technology Hardware,,,,,
WORL,Agro Products,,,,,
SBIETFCON,Equity,,,,,
KANDAGIRI,Textiles,,,,,
1STCUS,Investment Banking & Brokerage,,,,,
NEOINFRA,Real Estate,,,,,
SUMERUIND,Business Support Services,,,,,
GROARC,Biotechnology,,,,,
GEMSI,Consumer Finance,,,,,
NEIL,Diversified Financials,,,,,
PANELEC,Electrical Components & Equipments,,,,,
YUNIKM,Business Support Services,,,,,
RAL,Retail - Speciality,,,,,
MIDQ50ADD,Equity,,,,,
LINKPH,Commodity Chemicals,,,,,
MTEDUCARE,Education Services,,,,,
HAMPS,Pharmaceuticals,,,,,
ASIAN,Advertising,,,,,
NEWLIGHT,Apparel & Accessories,,,,,
EMMESSA,Pharmaceuticals,,,,,
HDFCVALUE,Equity,,,,,
SALGUTI,Plastic Products,,,,,
REETECH,Commodities Trading,,,,,
RAP,Real Estate,,,,,
GYANDEV,Real Estate,,,,,
STRGRENWO,Real Estate,,,,,
UNITDCR,Consumer Finance,,,,,
INDICAP,Consumer Finance,,,,,
VRFILMS,Movies & TV Serials,,,,,
CONTCHM,Software Services,,,,,
BAZELINTER,Investment Banking & Brokerage,,,,,
VCL,Textiles,,,,,
PERFECT,Home Electronics & Appliances,,,,,
TNIDETF,Equity,,,,,
KOURA,Apparel & Accessories,,,,,
TEJASSVI,Logistics,,,,,
SRECR,Commodity Chemicals,,,,,
NPRFIN,Consumer Finance,,,,,
ANSINDUS,Packaged Foods & Meats,,,,,
STELLAR,Consumer Finance,,,,,
COARO,Logistics,,,,,
NATRAJPR,FMCG - Foods,,,,,
SEL,Real Estate,,,,,
VEL,Textiles,,,,,
UMESLTD,Education Services,,,,,
KUNSTOFF,Building Products - Pipes,,,,,
HDFCNIF100,Equity,,,,,
MIDCAP,Equity,,,,,
SRINACHA,Textiles,,,,,
ARENTERP,Mining - Diversified,,,,,
RRSECUR,Consumer Finance,,,,,
GARWSYN,Textiles,,,,,
MEHSECU,Investment Banking & Brokerage,,,,,
MMLF,Diversified Financials,,,,,
DRL,Commodity,,,,,
GKP,Packaging,,,,,
GLOBALE,Textiles,,,,,
LIPPISYS,Industrial Machinery,,,,,
INTEGFD,Packaged Foods & Meats,,,,,
GIANLIFE,Health Care Equipment & Supplies,,,,,
GVBL,Biotechnology,,,,,
CUBIFIN,Specialized Finance,,,,,
DCMFINSERV,Consumer Finance,,,,,
VASINFRA,Real Estate,,,,,
DHTL,Education Services,,,,,
SHANTIGURU,FMCG - Foods,,,,,
GARBIFIN,Consumer Finance,,,,,
PATRON,Pharmaceuticals,,,,,
ANNAINFRA,Real Estate,,,,,
AMFORG,Consumer Finance,,,,,
JACKSON,Investment Banking & Brokerage,,,,,
MAITRI,Pharmaceuticals,,,,,
SAROJA,Pharmaceuticals,,,,,
TARAI,Packaged Foods & Meats,,,,,
OPAL,"Precious Metals, Jewellery & Watches",,,,,
3CIT,IT Services & Consulting,,,,,
VBIND,Diversified Financials,,,,,
SPAR,Electronic Equipments,,,,,
IGCIL,Textiles,,,,,
OCTAVE,Movies & TV Serials,,,,,
MAHKTECH,Equity,,,,,
INTERDIGI,Online Services,,,,,
JMGCORP,IT Services & Consulting,,,,,
MEHIF,Diversified Financials,,,,,
GUJCOTEX,Textiles,,,,,
BERYLSE,Diversified Financials,,,,,
SRMENERGY,Renewable Energy,,,,,
RCCL,Oil & Gas - Storage & Transportation,,,,,
GALAGEX,Industrial Machinery,,,,,
TRADEWELL,Investment Banking & Brokerage,,,,,
ICSL,Business Support Services,,,,,
RISAINTL,Real Estate,,,,,
SIMPLXMIL,Textiles,,,,,
SBRANDS,Wellness Services,,,,,
SERIND,Logistics,,,,,
KUSHIND,Textiles,,,,,
KTL,Textiles,,,,,
MILESTONE,Building Products - Granite,,,,,
KCDGROUP,Real Estate,,,,,
SIIL,Textiles,,,,,
MNPLFIN,Consumer Finance,,,,,
MKTCREAT,Investment Banking & Brokerage,,,,,
GBFL,Diversified Financials,,,,,
KIZI,Apparel & Accessories,,,,,
SEASONST,Textiles,,,,,
INDIFRA,Construction & Engineering,,,,,
INANISEC,Investment Banking & Brokerage,,,,,
KALYANI,Consumer Finance,,,,,
NV20IETF,Equity,,,,,
CRANEINFRA,Real Estate,,,,,
RMCL,Packaging,,,,,
ZSVARAJT,Commodities Trading,,,,,
RANDER,Real Estate,,,,,
VELOX,,,,,,
MITSHI,Conglomerates,,,,,
IFINSER,Investment Banking & Brokerage,,,,,
HATHWAYB,Cable & D2H,,,,,
POLYCON,Plastic Products,,,,,
RAMAPETRO,Commodities Trading,,,,,
CEMAINFRA,Construction & Engineering,,,,,
ARROWHEAD,Industrial Machinery,,,,,
SVAMSOF,Software Services,,,,,
SLSTLQ,Textiles,,,,,
BROACH,Hospitals & Diagnostic Centres,,,,,
VEDANTASSET,Specialized Finance,,,,,
SHANTI,Packaged Foods & Meats,,,,,
YARNSYN,Textiles,,,,,
ASSOCIATED,Building Products - Others,,,,,
INDLEASE,Specialized Finance,,,,,
DARJEELING,Textiles,,,,,
ZSVTRADI,Investment Banking & Brokerage,,,,,
RASSIREF,Cement,,,,,
AVAX,Apparel & Accessories,,,,,
CONSUMIETF,Equity,,,,,
MCLTD,Technology Hardware,,,,,
PRABHAT,FMCG - Foods,,,,,
SAFFRON,Paper Products,,,,,
SHUKJEW,"Precious Metals, Jewellery & Watches",,,,,
RJSHAH,Construction & Engineering,,,,,
WINSOME,Textiles,,,,,
MODRNSH,Investment Banking & Brokerage,,,,,
SKL,Apparel & Accessories,,,,,
DAPS,Advertising,,,,,
DSINVEST,Investment Banking & Brokerage,,,,,
BINDALEXPO,Textiles,,,,,
SHIVAGR,Agricultural & Farm Machinery,,,,,
SIELFNS,Specialized Finance,,,,,
VIVO,Telecom Services,,,,,
BFLAFL,Investment Banking & Brokerage,,,,,
SHRAJOI,Advertising,,,,,
DARSHANORNA,"Precious Metals, Jewellery & Watches",,,,,
ZPRBHSTE,Iron & Steel,,,,,
MIDEASTP,Investment Banking & Brokerage,,,,,
MIDINDIA,Textiles,,,,,
CFL,Textiles,,,,,
NIFTY50ADD,Equity,,,,,
GOLECHA,Diversified Financials,,,,,
HDFCPVTBAN,Equity,,,,,
ARISE,Diversified Financials,,,,,
SFSL,Water Management,,,,,
SURYAINDIA,Real Estate,,,,,
VENMAX,Pharmaceuticals,,,,,
AHIMSA,Plastic Products,,,,,
BSLSENETFG,Equity,,,,,
CHANDNIMACH,Commodities Trading,,,,,
SHGANEL,Agro Products,,,,,
VAGHANI,Real Estate,,,,,
GANONPRO,Commodities Trading,,,,,
FRUTION,Investment Banking & Brokerage,,,,,
LTGILTBEES,Debt,,,,,
ASHISHPO,Building Products - Pipes,,,,,
JLL,Investment Banking & Brokerage,,,,,
CATVISION,Communication & Networking,,,,,
PHYTO,Fertilizers & Agro Chemicals,,,,,
AMIABLE,Logistics,,,,,
VANICOM,Investment Banking & Brokerage,,,,,
EASTBUILD,Real Estate,,,,,
TIMESGREEN,Agro Products,,,,,
RAJPACK,Packaging,,,,,
GSLSEC,Diversified Financials,,,,,
VBDESAI,Investment Banking & Brokerage,,,,,
NATPLY,Building Products - Laminates,,,,,
ZINEMA,Commodities Trading,,,,,
SHRMFGC,Textiles,,,,,
ANJANIFIN,Diversified Financials,,,,,
PRIMAGR,Agro Products,,,,,
VINAYAKPOL,Packaging,,,,,
ROJL,"Precious Metals, Jewellery & Watches",,,,,
SMARITIME,Logistics,,,,,
SAHAJ,Retail - Apparel,,,,,
MPL,Commodity Chemicals,,,,,
QNIFTY,Equity,,,,,
SOUTHERNIN,IT Services & Consulting,,,,,
PRATIKSH,Commodity Chemicals,,,,,
AMRAAGRI,Commodities Trading,,,,,
SURYVANSP,Textiles,,,,,
EUROTEXIND,Textiles,,,,,
LORDSHOTL,"Hotels, Resorts & Cruise Lines",,,,,
MOLOWVOL,Equity,,,,,
FSC,Logistics,,,,,
SMEL,Advertising,,,,,
SMVD,Packaging,,,,,
GOLDLEG,Specialized Finance,,,,,
VEERKRUPA,"Precious Metals, Jewellery & Watches",,,,,
NYSSACORP,Real Estate,,,,,
RAMAPPR-B,Paper Products,,,,,
BGIL,Movies & TV Serials,,,,,
BALCO,Plastic Products,,,,,
PASARI,Textiles,,,,,
RAJPUTANA,Investment Banking & Brokerage,,,,,
INDOEURO,Specialty Chemicals,,,,,
BKMINDST,Packaging,,,,,
TRITON,IT Services & Consulting,,,,,
OMKARCHEM,Specialty Chemicals,,,,,
WELTI,Fertilizers & Agro Chemicals,,,,,
SDL,Agro Products,,,,,
BILLWIN,Apparel & Accessories,,,,,
TACENT,Textiles,,,,,
DECIPHER,Pharmaceuticals,,,,,
SANTOSHF,Textiles,,,,,
EVOQ,Pharmaceuticals,,,,,
UNTTEMI,Textiles,,,,,
ALPHA,Equity,,,,,
OSWAYRN,Textiles,,,,,
SATAGRI,Agro Products,,,,,
KAKTEX,Textiles,,,,,
TELECANOR,IT Services & Consulting,,,,,
LOWVOL1,Equity,,,,,
ENCASH,Movies & Entertainment,,,,,
NIF100BEES,Equity,,,,,
LIMECHM,Commodity Chemicals,,,,,
JINDCOT,Textiles,,,,,
FTL,Retail - Speciality,,,,,
KMFBLDR,Real Estate,,,,,
PYXISFIN,Diversified Financials,,,,,
KAARYAFSL,Business Support Services,,,,,
RLF,Textiles,,,,,
MAYUR,Footwear,,,,,
TRANSPACT,Health Care Equipment & Supplies,,,,,
OCTAL,Diversified Financials,,,,,
ALEXANDER,Diversified Financials,,,,,
PREMIER,Industrial Machinery,,,,,
BHAGWOX,Commodity Chemicals,,,,,
RAJSPTR,Logistics,,,,,
CHEMIESYNT,Specialty Chemicals,,,,,
HNGSNGBEES,Equity,,,,,
INDERGR,Diversified Financials,,,,,
MONQ50,Equity,,,,,
YASHRAJC,Packaging,,,,,
SKRABUL,"Precious Metals, Jewellery & Watches",,,,,
IPOWER,IT Services & Consulting,,,,,
USHAKIRA,Diversified Financials,,,,,
THAKRAL,Electronic Equipments,,,,,
BERLDRG,Pharmaceuticals,,,,,
SSWRL,Iron & Steel,,,,,
MINOLTAF,Diversified Financials,,,,,
GAGAN,Oil & Gas - Storage & Transportation,,,,,
TRANSWIND,Construction & Engineering,,,,,
MILLENNIUM,Technology Hardware,,,,,
ALCHCORP,Real Estate,,,,,
GLEAM,Commodities Trading,,,,,
COLINZ,Pharmaceuticals,,,,,
JAINMARMO,Building Products - Granite,,,,,
INDOCITY,Diversified Financials,,,,,
LIBORD,Investment Banking & Brokerage,,,,,
FGP,Business Support Services,,,,,
HDFCQUAL,Equity,,,,,
DAVIN,Apparel & Accessories,,,,,
SHESHAINDS,Textiles,,,,,
KUWERIN,Packaging,,,,,
KKPLASTICK,Plastic Products,,,,,
JALAN,Logistics,,,,,
PFLINFOTC,Online Services,,,,,
